id,name,category,action,archetype,domain,intent,workflow_1,workflow_2,workflow_3,workflow_4,input_hint
"risk-radar","Risk Radar","productivity tools","monitor","inspect","Risk","Monitor reviews Risk input, highlights signals, and flags risks.","Parse risk context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"skill-tree","Skill Tree","productivity tools","tree","coach","Skill","Tree gives targeted Skill guidance with next actions.","Assess skill baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"sprint-planner","Sprint Planner","productivity tools","planner","plan","Sprint","Planner structures Sprint input into a practical step-by-step plan.","Define sprint objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"stakeholder-mapper","Stakeholder Mapper","productivity tools","mapper","explore","Stakeholder","Mapper explores Stakeholder options and prioritizes the strongest paths.","Frame stakeholder search","Score candidate options","Highlight tradeoffs","Prioritize top opportunities","List options, context, and selection criteria."
"streak-keeper","Streak Keeper","productivity tools","keeper","coach","Streak","Keeper gives targeted Streak guidance with next actions.","Assess streak baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"swot-analyzer","Swot Analyzer","productivity tools","analyzer","inspect","Swot","Analyzer reviews Swot input, highlights signals, and flags risks.","Parse swot context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"template-vault","Template Vault","productivity tools","vault","coach","Template","Vault gives targeted Template guidance with next actions.","Assess template baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"time-tracker-advanced","Time Tracker Advanced","productivity tools","tracker","inspect","Time","Tracker reviews Time input, highlights signals, and flags risks.","Parse time context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"velocity-tracker","Velocity Tracker","productivity tools","tracker","inspect","Velocity","Tracker reviews Velocity input, highlights signals, and flags risks.","Parse velocity context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"xp-tracker","Xp Tracker","productivity tools","tracker","inspect","Xp","Tracker reviews Xp input, highlights signals, and flags risks.","Parse xp context","Identify key patterns","Flag constraints and risks","Propose corrective actions","Paste items, notes, or data to analyze."
"apology-architect","Apology Architect","relationships & social","architect","plan","Apology","Architect structures Apology input into a practical step-by-step plan.","Define apology objective","Split work into phases","Order by dependency and impact","Assign clear execution steps","Describe goal, constraints, and deadline."
"appreciation-amplifier","Appreciation Amplifier","relationships & social","amplifier","coach","Appreciation","Amplifier gives targeted Appreciation guidance with next actions.","Assess appreciation baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"boundary-beacon","Boundary Beacon","relationships & social","beacon","coach","Boundary","Beacon gives targeted Boundary guidance with next actions.","Assess boundary baseline","Find leverage points","Design short feedback loops","Set follow-up actions","Describe current state, challenge, and desired outcome."
"celebration-creator","Celebration Creator","relationships & social","creator","generate","Celebration","Creator creates concrete Celebration outputs you can use immediately.","Interpret celebration direction","Generate option set","Refine top candidates","Return usable outputs","Describe style, constraints, and desired output."
